u7	i0	0.0128599120127367
u7	i1	0.417506592933109
u7	i2	0.0775669148332591
u7	i3	0.0297280421458788
u7	i4	0.114313158465693
u7	i5	0.0299674147655218
u7	i6	0.15307115071002
u13	i1	0.731093954192173
u18	i0	0.0350490830775892
u18	i1	0.92767825410366
u18	i2	0.853460668005138
u18	i5	0.039194958011395
u32	i0	0.0876046491698772
u32	i1	0.722873626713084
u32	i2	0.436036782535633
u32	i3	0.0084179026147914
u32	i4	0.0254950189795452
u32	i5	0.0828232058523658
u32	i6	0.0824966894967866
u33	i0	0.0011037893086967
u33	i1	0.219654072430654
u33	i4	0.0077265251608772
u33	i5	0.20751239003499
u33	i6	0.0033113679260902
u34	i0	0.142723070873736
u34	i1	1.00657323668845
u34	i2	0.0466469815786155
u34	i3	0.030464281209891
u34	i4	0.029676012137489
u34	i5	0.29138134417497
u34	i6	0.465681546713753
u35	i0	0.11188992796717
u35	i1	0.566110758380994
u35	i2	0.189546765689674
u35	i3	0.0451101066031921
u35	i4	0.193088119852916
u35	i5	0.0258856125741682
u35	i6	0.0006745436501411
u40	i0	0.192140285936115
u40	i1	0.629357467198908
u40	i2	0.13724306138294
u40	i3	0.0450941487401087
u40	i4	0.0196061516261342
u40	i5	0.150967367521233
u40	i6	0.0843064519923771
u43	i1	0.332851901655129
u44	i0	0.0455656352263784
u44	i1	0.624382348938084
u44	i2	0.1069608904827
u44	i3	0.0071011379573576
u44	i4	0.0269991182753703
u44	i5	0.292034298496334
u44	i6	0.145795238687
u46	i1	0.697967653220282
u47	i1	0.365521794438272
u50	i0	0.0303653668961769
u50	i1	0.790045368979906
u50	i2	0.112689888878653
u50	i3	0.0001915191857217
u50	i4	0.0200233308672046
u50	i5	0.20083659410707
u50	i6	0.42593866904508
u54	i0	0.0181969638572192
u54	i1	0.613231216819386
u54	i2	0.0229538362074325
u54	i3	0.0023125411843692
u54	i4	0.0421379816240007
u54	i5	0.0039661324613644
u54	i6	0.523665004786712
u56	i1	0.706761873318488
u67	i1	0.283223084695152
u70	i1	0.17510310347211
u71	i0	0.11954412135201
u71	i1	0.96222747377129
u71	i2	0.0389293702203253
u71	i3	0.0014959556986823
u71	i4	0.130838586877061
u71	i5	0.370553980239375
u71	i6	0.3008712130596
u75	i1	1.08649181690475
u85	i0	0.135177975881003
u85	i1	1.4998922126834
u85	i2	0.0329702380197568
u85	i3	0.0162315017943418
u85	i4	0.239161034251005
u85	i5	0.62263026414233
u85	i6	0.453721198594961
u89	i0	0.0383432286374055
u89	i1	0.941128528909591
u89	i2	0.245878102921479
u89	i3	0.0283705503370937
u89	i4	0.0355921449683539
u89	i5	0.190942400905107
u89	i6	0.402002101140152
u95	i1	0.540288431546438
u96	i0	0.144127615322029
u96	i1	0.631019798227984
u96	i2	0.0625063985473277
u96	i3	0.0227159655654879
u96	i4	9.42943816713275e-05
u96	i5	0.155681820222822
u96	i6	0.245893704188646
u98	i1	0.0317806222337288
u106	i1	1.09896846183534
u107	i0	0.253051759402806
u107	i1	0.603929180942951
u107	i2	0.0691254445732748
u107	i3	0.0128844826013888
u107	i4	0.0116794121861932
u107	i5	0.101082609205435
u107	i6	0.156111986867989
u110	i1	0.649731947748855
u111	i0	0.115048654401964
u111	i1	0.817963473929952
u111	i2	0.0430981636396073
u111	i3	0.0164097610510639
u111	i4	0.0715898366733225
u111	i5	0.433866869108348
u111	i6	0.137950189055647
u112	i1	0.346555003588175
u113	i0	0.0199223705877291
u113	i1	0.748346519400063
u113	i2	0.0475240090904694
u113	i3	0.0217620536609699
u113	i5	0.223280012346764
u113	i6	0.43585807371413
u123	i0	0.0107180277226295
u123	i1	0.464180752024906
u123	i2	0.0356599800865055
u123	i3	0.0115193755897419
u123	i4	0.0107180277226295
u123	i5	0.3955653409034
