u2	i0	0.27
u2	i1	0.05
u2	i4	0.22
u3	i0	2.23
u3	i1	1.98
u3	i4	0.25
u5	i0	2.24
u5	i1	1.59
u5	i3	0.05
u5	i4	0.56
u6	i0	2.53
u6	i1	1.58
u6	i2	0.02
u6	i3	0.01
u6	i4	0.92
u7	i0	1.22
u7	i4	1.22
u8	i0	0.06
u8	i4	0.06
u9	i0	2.18
u9	i1	1.3
u9	i2	0.13
u9	i3	0.04
u9	i4	0.72
u10	i0	0.18
u10	i1	0.06
u10	i4	0.11
u12	i0	1.34
u12	i1	1.31
u12	i4	0.03
u15	i0	2.65
u15	i1	2.35
u15	i3	0.04
u15	i4	0.25
u17	i0	0.36
u17	i2	0.36
u19	i0	0.68
u19	i1	0.63
u19	i4	0.05
u21	i0	0.02
u21	i4	0.02
u23	i0	1.68
u23	i1	0.66
u23	i2	0.07
u23	i3	0.45
u23	i4	0.49
u25	i0	0.86
u25	i1	0.63
u25	i3	0.01
u25	i4	0.22
u26	i0	0.02
u26	i4	0.02
u28	i0	2.23
u28	i1	1.51
u28	i3	0.03
u28	i4	0.69
u29	i0	0.2
u29	i3	0.14
u29	i4	0.07
u30	i0	3.13
u30	i1	2.33
u30	i3	0.02
u30	i4	0.78
u31	i0	2.58
u31	i1	1.87
u31	i3	0.01
u31	i4	0.71
u32	i0	2.56
u32	i1	2.02
u32	i2	0.05
u32	i3	0.04
u32	i4	0.44
u33	i0	4.04
u33	i1	2.39
u33	i2	0.15
u33	i3	0.09
u33	i4	1.42
u35	i0	0.44
u35	i2	0.13
u35	i4	0.32
u36	i0	0.54
u36	i1	0.54
u39	i0	2.75
u39	i1	2.41
u39	i2	0.18
u39	i3	0.09
u39	i4	0.07
u40	i0	1.05
u40	i1	0.95
u40	i4	0.1
u41	i0	1.42
u41	i3	0.02
u41	i4	1.4
u42	i0	3.01
u42	i1	2.01
u42	i2	0.04
u42	i3	0.01
u42	i4	0.95
u43	i0	2.26
u43	i1	1.51
u43	i2	0.41
u43	i4	0.34
u45	i0	2.12
u45	i1	1.78
u45	i4	0.34
u46	i0	0.81
u46	i1	0.72
u46	i4	0.09
u47	i0	3.33
u47	i1	2.63
u47	i4	0.7
u49	i0	2.42
u49	i1	0.79
u49	i2	0.13
u49	i4	1.5
u51	i0	2.86
u51	i1	2.15
u51	i2	0.24
u51	i3	0.05
u51	i4	0.41
u52	i0	2.28
u52	i1	1.3
u52	i2	0.32
u52	i4	0.66
u53	i0	2.38
u53	i1	1.5
u53	i2	0.04
u53	i4	0.84
u55	i0	3.5
u55	i1	2.82
u55	i2	0.07
u55	i4	0.61
u56	i0	0.52
u56	i4	0.52
u57	i0	1.5
u57	i1	0.96
u57	i2	0.01
u57	i4	0.53
u59	i0	1.62
u59	i1	0.88
u59	i4	0.74
u60	i0	2.73
u60	i1	1.83
u60	i2	0.01
u60	i4	0.89
u62	i0	0.18
u62	i4	0.18
u63	i0	3.09
u63	i1	2.52
u63	i2	0.07
u63	i3	0.08
u63	i4	0.43
u64	i0	1.73
u64	i1	1.54
u64	i2	0.05
u64	i3	0.08
u64	i4	0.05
u65	i0	2.25
u65	i1	2.08
u65	i3	0.02
u65	i4	0.15
u67	i0	0.24
u67	i4	0.24
u68	i0	0.78
u68	i4	0.78
u69	i0	0.97
u69	i1	0.4
u69	i3	0.5
u69	i4	0.08
u70	i0	2.79
u70	i1	1.47
u70	i2	0.13
u70	i4	1.18
u71	i0	5.54
u71	i1	3.25
u71	i3	0.79
u71	i4	1.5
u72	i0	2.64
u72	i1	0.88
u72	i2	0.11
u72	i3	0.03
u72	i4	1.61
u73	i3	0.02
u73	i4	0.14
u74	i0	1.26
u74	i1	0.43
u74	i3	0.02
u74	i4	0.81
u76	i0	1.75
u76	i1	1.55
u76	i3	0.02
u76	i4	0.18
u79	i0	3.33
u79	i1	1.78
u79	i2	0.23
u79	i3	0.3
u79	i4	1.02
u81	i0	1.24
u81	i1	1.23
u81	i4	0.01
u82	i0	0.46
u82	i1	0.4
u82	i3	0.02
u82	i4	0.03
u83	i0	0.01
u83	i4	0.01
u85	i0	2.28
u85	i1	1.09
u85	i2	0.06
u85	i4	1.12
u86	i0	0.94
u86	i1	0.87
u86	i4	0.07
u87	i0	0.58
u87	i1	0.25
u87	i4	0.33
u88	i0	0.01
u88	i4	0.01
u89	i0	1.05
u89	i1	0.99
u89	i3	0.02
u89	i4	0.04
u90	i0	0.53
u90	i1	0.49
u90	i4	0.04
u91	i0	0.47018817825806
u91	i1	0.186012017170436
u91	i3	0.0518430749081265
u91	i4	0.232333086179497
u92	i0	2.5
u92	i1	2.11
u92	i2	0.09
u92	i3	0.11
u92	i4	0.19
u93	i0	2.2
u93	i1	1.68
u93	i2	0.02
u93	i3	0.02
u93	i4	0.48
u94	i0	1.98
u94	i1	1.71
u94	i4	0.26
u95	i0	1.22
u95	i1	0.71
u95	i4	0.51
u99	i0	2.97
u99	i1	2.41
u99	i2	0.13
u99	i3	0.13
u99	i4	0.3
u100	i0	4.71
u100	i1	3.1
u100	i4	1.62
u102	i0	1.93
u102	i1	1.49
u102	i2	0.22
u102	i3	0.04
u102	i4	0.18
u103	i0	4.09
u103	i1	3.43
u103	i2	0.22
u103	i3	0.1
u103	i4	0.34
u104	i0	4.83
u104	i3	4.83
u105	i0	2.29
u105	i1	1.94
u105	i2	0.01
u105	i4	0.33
u108	i0	0.45
u108	i1	0.09
u108	i4	0.36
u109	i0	2.37
u109	i1	1.92
u109	i2	0.03
u109	i3	0.01
u109	i4	0.42
u110	i0	1.35040251103319
u110	i1	0.921212203921798
u110	i2	0.0298571205548379
u110	i4	0.399333186556559
u112	i0	0.73
u112	i1	0.72
u112	i2	0.01
u113	i0	0.38
u113	i1	0.06
u113	i4	0.32
u114	i0	1.18
u114	i1	0.36
u114	i2	0.02
u114	i4	0.8
u115	i0	3.25
u115	i1	2.27
u115	i4	0.98
u116	i0	1.55
u116	i1	1.41
u116	i2	0.05
u116	i4	0.09
u117	i1	0.77
u117	i2	0.26
u117	i4	0.08
u118	i0	2.41
u118	i1	1.75
u118	i2	0.06
u118	i3	0.02
u118	i4	0.58
u119	i0	0.765335521519385
u119	i1	0.463690364496015
u119	i4	0.30164515702337
u122	i0	0.39
u122	i1	0.39
