u0	i0	0.9739174
u1	i0	2.665648
u2	i0	0.5430279
u5	i0	0.1259049
u6	i0	2.086444
u8	i0	2.892866
u9	i0	1.821477
u10	i0	1.0
u11	i0	1.003702
u13	i0	31.25946
u14	i0	0.0509164
u17	i0	1.981184
u20	i0	0.04601
u20	i1	0.04601
u21	i0	1.281181
u22	i0	25.43763
u22	i1	12.40808
u24	i0	8.463227
u29	i0	2.013853
u33	i0	1.915476
u34	i0	1.479931
u36	i0	0.3857449
u37	i0	0.0226421
u39	i0	0.3396316
u40	i0	3.099489
u41	i0	0.4744299
u43	i0	1.95
u44	i0	8.75777
u45	i0	0.0144533
u47	i0	11.40386
u48	i0	0.167475
u49	i0	0.0257361
u49	i1	0.0257361
u50	i0	0.6870686
u61	i0	1.073774
u64	i0	0.06632
u65	i0	3.153716
u66	i0	4.696447
u67	i0	0.7542051
u68	i0	0.5758904
u72	i0	0.587
u73	i0	2.19661
u74	i0	5.505944
